series,weight
FOODS_2_151,0.0003022533562655295
FOODS_2_152,0.0009048231287608502
FOODS_2_153,0.0003261262756040761
FOODS_2_154,0.00012087199492991272
FOODS_2_155,5.335922963465962e-07
FOODS_2_156,0.00013319530901403736
FOODS_2_157,0.00023044784094616798
FOODS_2_158,8.70822627637645e-05
FOODS_2_159,0.00011756905861552727
FOODS_2_160,5.455447637847599e-05
FOODS_2_161,0.00014548660756038122
FOODS_2_162,0.00030189851738845894
FOODS_2_163,0.00011605632445538468
FOODS_2_164,0.0008369181731277826
FOODS_2_165,7.462821856703493e-05
FOODS_2_166,0.00018568211524417027
FOODS_2_167,0.00016474662149701158
FOODS_2_168,0.00013485478105567525
FOODS_2_169,8.440096147462286e-05
FOODS_2_170,0.0004028408400498263
FOODS_2_171,0.0003688350030036576
FOODS_2_172,0.00023560234252887612
FOODS_2_173,0.0014231226698941531
FOODS_2_174,0.00014469955892326998
FOODS_2_175,0.0009262308516902755
FOODS_2_176,0.0001319787185783671
FOODS_2_177,0.00018745897759100445
FOODS_2_178,3.7351460744261737e-06
FOODS_2_179,0.0001710510144783467
FOODS_2_180,0.00024878207224863694
FOODS_2_181,0.0015511954928632632
FOODS_2_182,0.00022144080298383746
FOODS_2_183,0.0026785372810465705
FOODS_2_184,0.0005655838224740563
FOODS_2_185,0.00012740049667571331
FOODS_2_186,0.00021125452604658094
FOODS_2_187,0.00023077866816990288
FOODS_2_188,9.804758445368706e-05
FOODS_2_189,0.00033856697999339703
FOODS_2_190,0.00017141652520134403
FOODS_2_191,0.0004360409527285116
FOODS_2_192,0.00017821715901828142
FOODS_2_193,0.00022586961904351416
FOODS_2_194,0.0016135831041521073
FOODS_2_195,0.0001168513769769411
FOODS_2_196,0.00040154954669266755
FOODS_2_197,0.0016490829996280458
FOODS_2_198,0.001025414987735181
FOODS_2_199,0.00017343884000449762
FOODS_2_200,0.00020033722766332957
FOODS_2_201,0.0008237597870998754
FOODS_2_202,0.00014390450640171354
FOODS_2_203,0.0001574257351911363
FOODS_2_204,0.00034729388200014565
FOODS_2_205,0.00010471748815801951
FOODS_2_206,0.0005532925239277127
FOODS_2_207,0.0001724516942562565
FOODS_2_208,0.0005903291652171299
FOODS_2_209,0.00032651846594189084
FOODS_2_210,0.00031630817735129886
FOODS_2_211,0.00015898382469646836
FOODS_2_212,0.0006991553140570179
FOODS_2_213,0.00015732435265483044
FOODS_2_214,5.8695152598125586e-06
FOODS_2_215,0.00024545245631943434
FOODS_2_216,0.0003364406146924558
FOODS_2_217,0.0003939458564697285
FOODS_2_218,0.00022593898604203924
FOODS_2_219,0.00022144080298383746
FOODS_2_220,0.00020116429572266677
FOODS_2_221,0.00015660933897772598
FOODS_2_222,0.001045277960966683
FOODS_2_223,2.6412818669156508e-06
FOODS_2_224,0.00029928124717487896
FOODS_2_225,0.00027354875868356425
FOODS_2_226,9.15484302841855e-05
FOODS_2_227,0.0002880544652597465
FOODS_2_228,0.00015257538121734573
FOODS_2_229,5.282563733831303e-07
FOODS_2_230,5.282563733831303e-07
FOODS_2_231,0.00014940584297704694
FOODS_2_232,0.00019104738578393536
FOODS_2_233,0.0011013344996593747
FOODS_2_234,0.00014206894890228124
FOODS_2_235,0.0001707495348309108
FOODS_2_236,0.00037287963260996485
FOODS_2_237,0.00015663068266957988
FOODS_2_238,0.00015512595239388247
FOODS_2_239,0.00014546259590704562
FOODS_2_240,0.00017168332134951734
FOODS_2_241,0.0009455575646639491
FOODS_2_242,0.00040003681253252487
FOODS_2_243,0.0002065162264550232
FOODS_2_244,0.0016881152761057997
FOODS_2_245,0.00026395743715673425
FOODS_2_246,7.69199974798436e-05
FOODS_2_247,0.000347728759721668
FOODS_2_248,0.0004606182138982358
FOODS_2_249,0.00043909843658657756
FOODS_2_250,0.0003980385093827069
FOODS_2_251,0.0007537871613184643
FOODS_2_252,0.000105891391209982
FOODS_2_253,0.0006655443353101459
FOODS_2_254,0.00022585894719758724
FOODS_2_255,0.00014829597100064602
FOODS_2_256,0.0005735263438051756
FOODS_2_257,0.00017741943853524325
FOODS_2_258,0.00011776915572665723
FOODS_2_259,7.984408326382294e-05
FOODS_2_260,0.00016407963112657835
FOODS_2_261,0.00031395503532441027
FOODS_2_262,0.00020329866490805313
FOODS_2_263,0.00034369746992276955
FOODS_2_264,0.0002107849648257959
FOODS_2_265,0.0001514761810868717
FOODS_2_266,0.0013422194059220817
FOODS_2_267,0.00019630060194146754
FOODS_2_268,8.827750950758087e-05
FOODS_2_269,9.404564223108758e-05
FOODS_2_270,0.00014351498402538052
FOODS_2_271,0.0002695067970387388
FOODS_2_272,0.00034018376465132726
FOODS_2_273,9.271166149022109e-05
FOODS_2_274,0.0010577506808937848
FOODS_2_275,0.00018065300785110363
FOODS_2_276,0.001426569676128552
FOODS_2_277,0.00011440218833671023
FOODS_2_278,0.00018115725257115118
FOODS_2_279,0.000246623691409915
FOODS_2_280,0.00019488925031763084
FOODS_2_281,0.00015116136163202725
FOODS_2_282,0.0013661670281821174
FOODS_2_283,0.00012940680370997652
FOODS_2_284,8.171432426251775e-05
FOODS_2_285,0.0009503545594081052
FOODS_2_286,0.00024322737644366893
FOODS_2_287,4.802330667119366e-06
FOODS_2_288,0.00022410876446557043
FOODS_2_289,0.0003828151211679386
FOODS_2_290,0.0002643843109938115
FOODS_2_291,0.001115480031435523
FOODS_2_292,0.0
FOODS_2_293,0.0010058214786133337
FOODS_2_294,0.0002948097437314944
FOODS_2_295,0.0004685580672678731
FOODS_2_296,0.00012206457371224738
FOODS_2_297,0.0003566584268010284
FOODS_2_298,0.00033544279709828774
FOODS_2_299,0.0003856431603385755
FOODS_2_300,0.0002795596759019087
FOODS_2_301,0.00029920120833042694
FOODS_2_302,0.0013627306937936453
FOODS_2_303,5.282563733831303e-07
FOODS_2_304,0.0005137026435002767
FOODS_2_305,0.0002725162575901336
FOODS_2_306,0.00020918418793675612
FOODS_2_307,0.00030863778809131644
FOODS_2_308,8.10953571987557e-05
FOODS_2_309,0.0005804310281199006
FOODS_2_310,0.00010286592288969679
FOODS_2_311,0.00041771205734900596
FOODS_2_312,0.00028167270139544125
FOODS_2_313,0.000184516216076653
FOODS_2_314,0.0002824330704177351
FOODS_2_315,0.000745679226375478
FOODS_2_316,0.0011529168669472002
FOODS_2_317,0.00044992235631796836
FOODS_2_318,0.0013829938612474073
FOODS_2_319,7.208831923642513e-05
FOODS_2_320,0.00022380461685665286
FOODS_2_321,0.0001938060579560472
FOODS_2_322,0.0006793403641321874
FOODS_2_323,0.0002489074664382785
FOODS_2_324,1.0671845926931924e-06
FOODS_2_325,0.00041886995263207803
FOODS_2_326,0.0008880896743474209
FOODS_2_327,0.00021297802916378045
FOODS_2_328,0.00025707409653386314
FOODS_2_329,0.00011736896150439729
FOODS_2_330,0.00018376918686176775
FOODS_2_331,0.00013673302593881527
FOODS_2_332,8.918995233433357e-05
FOODS_2_333,0.0003714976285624274
FOODS_2_334,0.00126208451485675
FOODS_2_335,0.00010991467712443537
FOODS_2_336,4.802330667119366e-06
FOODS_2_337,0.00016426105250733617
FOODS_2_338,0.00044928204556235235
FOODS_2_339,0.0003448286855910245
FOODS_2_340,0.00019399281525976853
FOODS_2_341,2.134369185386385e-06
FOODS_2_342,0.0013855577722313524
FOODS_2_343,0.0002891563333517022
FOODS_2_344,0.0002814699363228295
FOODS_2_345,0.0003562689044246955
FOODS_2_346,0.0007689545223421163
FOODS_2_347,0.0013021466244664524
FOODS_2_348,0.00041321921021376755
FOODS_2_349,0.002002278412425785
FOODS_2_350,0.00016118756088037982
FOODS_2_351,0.0002265899686435821
FOODS_2_352,0.0023723993728636383
FOODS_2_353,0.00019637797282443778
FOODS_2_354,0.0002049101136430199
FOODS_2_355,0.00017447400905941003
FOODS_2_356,0.00031379762559698805
FOODS_2_357,0.00045623208522226674
FOODS_2_358,3.7351460744261737e-06
FOODS_2_359,0.00020560911955123392
FOODS_2_360,0.0012624687013101194
FOODS_2_361,0.00035845129691675293
FOODS_2_362,0.00021974397948145533
FOODS_2_363,1.6007768890397886e-06
FOODS_2_364,0.0007595312823886356
FOODS_2_365,0.0007024208989106593
FOODS_2_366,0.00011672331482581792
FOODS_2_367,0.0003633176586594339
FOODS_2_368,0.002370545139633834
FOODS_2_369,0.0001909966945157824
FOODS_2_370,0.00048265557573735007
FOODS_2_371,0.0010299078348704194
FOODS_2_372,0.0003593744115894326
FOODS_2_373,0.00033152622964310375
FOODS_2_374,0.00040961746221342805
FOODS_2_375,0.00027286309258275893
FOODS_2_376,0.00016238814354715966
FOODS_2_377,0.00021120116681694627
FOODS_2_378,0.00017613348110104795
FOODS_2_379,0.0003594117630501769
FOODS_2_380,0.0015394591303051193
FOODS_2_381,0.00046289131708067226
FOODS_2_382,0.00017183806311545782
FOODS_2_383,0.00030930477846174975
FOODS_2_384,0.0002858987523825062
FOODS_2_385,0.0004032677138869035
FOODS_2_386,0.00011272137260321844
FOODS_2_387,0.0005086708681457285
FOODS_2_388,0.0003808301578255291
FOODS_2_389,0.00012672283445935316
FOODS_2_390,0.00022159020882681448
FOODS_2_391,0.00030308042432486664
FOODS_2_392,0.00024314200167625358
FOODS_2_393,0.00016458654380810763
FOODS_2_394,9.667091632911286e-05
FOODS_2_395,6.555181360617935e-05
FOODS_2_396,0.00030312311170857433
FOODS_2_397,0.000270304517521777
FOODS_2_398,0.0008078000415161486
FOODS_2_399,0.00023401223748576325
FOODS_3_001,0.0001144555475663449
FOODS_3_002,0.0
FOODS_3_003,0.0002000544237462658
FOODS_3_004,0.00013880336404864006
FOODS_3_005,0.00015329039489445014
FOODS_3_006,0.00046882486341604635
FOODS_3_007,0.000149005648754787
FOODS_3_008,0.0
FOODS_3_009,8.333644484341138e-05
FOODS_3_010,0.0001432055004934995
FOODS_3_011,0.0001916876965395512
FOODS_3_012,0.0001844735286929453
FOODS_3_013,0.00020237021431241005
FOODS_3_014,0.00010036871094279475
FOODS_3_015,0.0001571909545807438
FOODS_3_016,0.0002838337501956449
FOODS_3_017,3.3280151523137204e-05
FOODS_3_018,0.0002785885379225579
FOODS_3_019,0.00012256615047081314
FOODS_3_020,0.0003423261377211588
FOODS_3_021,0.00015151886847057948
FOODS_3_022,3.909097163035163e-05
FOODS_3_023,0.0003589048503686476
FOODS_3_024,3.256513784603276e-05
FOODS_3_025,0.0002736528091813519
FOODS_3_026,0.00021130254935325214
FOODS_3_027,3.468349926252875e-05
FOODS_3_028,0.00023187786830037682
FOODS_3_029,0.000186783983336126
FOODS_3_030,0.0008653986619452819
FOODS_3_031,0.0003421180367255836
FOODS_3_032,0.00030052985314832993
FOODS_3_033,0.00010805244001018573
FOODS_3_034,0.000262271285500279
FOODS_3_035,0.00025315219315571563
FOODS_3_036,8.298427392782264e-05
FOODS_3_037,0.0005095166119354378
FOODS_3_038,0.00015678008851255693
FOODS_3_039,0.0012678473116572934
FOODS_3_040,0.0001441126073972887
FOODS_3_041,0.0005708477104775156
FOODS_3_042,0.0006243670178010792
FOODS_3_043,0.00012293966507825576
FOODS_3_044,0.00016904203948260165
FOODS_3_045,0.00011892705100972938
FOODS_3_046,0.00011991419675797053
FOODS_3_047,0.00013606603556838204
FOODS_3_048,0.00023451381424432905
FOODS_3_049,0.00020992588122867789
FOODS_3_050,3.9395119239269207e-05
FOODS_3_051,0.00020601998561942082
FOODS_3_053,0.000567027189635674
FOODS_3_054,2.5879226372809916e-05
FOODS_3_055,0.00013436387614303638
FOODS_3_056,5.3385909249476944e-05
FOODS_3_057,8.268546224186855e-05
FOODS_3_058,0.00019915265276544008
FOODS_3_059,0.0006913008354547962
FOODS_3_060,0.000293374380454322
FOODS_3_061,0.0001399292437939314
FOODS_3_062,0.00020942964039307555
FOODS_3_063,0.00018857151752888713
FOODS_3_064,0.0007319552325134432
FOODS_3_065,0.00017723268123152192
FOODS_3_066,0.0008578616707593862
FOODS_3_067,0.00043323425724972836
FOODS_3_068,0.0001558356301480234
FOODS_3_069,0.00015026492657416494
FOODS_3_070,0.00015754312549633254
FOODS_3_071,0.0002552598827262847
FOODS_3_072,0.00017179537573175013
FOODS_3_073,0.0
FOODS_3_074,0.00048048919101418305
FOODS_3_075,0.0001844094976173836
FOODS_3_076,0.00027746799410023
FOODS_3_077,0.0
FOODS_3_078,8.478514792799243e-05
FOODS_3_079,0.0011024497075587392
FOODS_3_080,0.0013589955477192187
FOODS_3_081,0.00024027661104487235
FOODS_3_082,9.191660896866466e-05
FOODS_3_083,0.002473560468366507
FOODS_3_084,0.0001067077874233923
FOODS_3_085,0.00019240271021665566
FOODS_3_086,0.0008433426243757952
FOODS_3_087,0.0006638741914225812
FOODS_3_088,9.49367413659864e-05
FOODS_3_089,0.0001269949665304899
FOODS_3_090,0.006125708929057448
FOODS_3_091,0.000301538342588425
FOODS_3_092,0.000534403356637043
FOODS_3_093,0.00047790126837690195
FOODS_3_094,0.0002687277522860728
FOODS_3_095,0.0001474795747872358
FOODS_3_096,0.00027668894934756397
FOODS_3_097,0.0004942345285680713
FOODS_3_098,0.00047417145822543916
FOODS_3_099,0.002017576503562042
FOODS_3_100,0.00035041006101080974
FOODS_3_101,0.0002230415798728772
FOODS_3_102,9.191660896866466e-05
FOODS_3_103,0.00023802485155428963
